Event ID,Event Name,Event Category,Corresponding Level 1 Category,Test Event Yes/No,Event Type,Predecessor Event ID,Event Owner,Event Approver,Event Stage,Created On - Date,Created On - Time,Published On - Date,Published On - Time,End Date,End Time,Auction Start Date,Auction Start Time,Awarded On,Event Currency,Baseline Price,Event Savings,Awarded Savings
713,Main Event_ITL_ERW Pipe 197 MT-Rotavator_Raw Material_Reverse Auction_8th Aug'24,Pipe,Distribution & Conditioning Systems & Equipment & Components,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,07-Aug-2024,10:55 PM,08-Aug-2024,10:52 AM,08-Aug-2024,01:31 PM,08-Aug-2024,12:00 PM,-,INR,926,42.3,-
714,Main Event_ITL_Scrap Tyres 117 Nos_Forward Auction_8th Aug'24,Non metallic waste & scrap,Mineral & Textile & Inedible Plant & Animal Materials,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,08-Aug-2024,12:08 AM,08-Aug-2024,10:54 AM,08-Aug-2024,01:14 PM,08-Aug-2024,12:30 PM,-,INR,1287000,613000,-
715,"Main Event_ITL_Export & Import by Sea & Air-SE241458, SI40501, AE31243, AE31253, _Reverse Auction_8th Aug'24",Transport arrangements,Transportation & Storage & Mail Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,08-Aug-2024,02:25 PM,08-Aug-2024,02:49 PM,08-Aug-2024,05:05 PM,08-Aug-2024,04:00 PM,-,INR,1292297.9,11216.4,-
716,Main Event_ITL_HR Sheets (90.5 MT)-Cost Engg. Department_Reverse Auction_8th Aug'24,"Plate
Sheet",Structures & Building & Construction & Manufacturing Components & Supplies,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,08-Aug-2024,03:00 PM,08-Aug-2024,03:02 PM,08-Aug-2024,05:24 PM,08-Aug-2024,04:30 PM,-,INR,603,0.59,-
717,Main Event_ITL_Civil & Electrical Work for Ground & Second Floor Noida_Reverse Auction_9th Aug'24,Civil engineering,Engineering & Research & Technology Based Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,08-Aug-2024,08:19 PM,09-Aug-2024,10:27 AM,09-Aug-2024,12:04 PM,09-Aug-2024,11:00 AM,-,INR,3670300,130300,-
718,Main Event_ITL_Caster Wheels_Reverse Auction_9th Aug'24,Industrial wheels,Manufacturing Components & Supplies,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,08-Aug-2024,08:47 PM,09-Aug-2024,10:28 AM,09-Aug-2024,12:10 PM,09-Aug-2024,11:30 AM,-,INR,163200,720,-
719,Main Event_ITL_Gear Meter G250 Graco_Reverse Auction_9th Aug'24,Machine tools,Industrial Manufacturing & Processing Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,08-Aug-2024,08:51 PM,09-Aug-2024,10:28 AM,09-Aug-2024,12:40 PM,09-Aug-2024,12:00 PM,-,INR,356191.2,0.2,-
720,Main Event_ITL_Scrap Machine Without Motors (13+22) Nos_Forward Auction_9th Aug'24,Metal waste & scrap,Mineral & Textile & Inedible Plant & Animal Materials,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,08-Aug-2024,08:54 PM,09-Aug-2024,10:28 AM,09-Aug-2024,01:11 PM,09-Aug-2024,12:30 PM,-,INR,38.11,0,-
721,Main Event_ITL_Gear Cutting Tools_Reverse Auction_9th Aug'24,Cutting tools,Industrial Manufacturing & Processing Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,08-Aug-2024,08:59 PM,09-Aug-2024,10:28 AM,09-Aug-2024,03:40 PM,09-Aug-2024,03:00 PM,-,INR,127864,6986,-
722,"Main Event_ITL_Angle, Flat & Channel 123 MT_Reverse Auction_9th Aug'24",Raw materials,Paper Materials & Products,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,09-Aug-2024,02:18 PM,09-Aug-2024,02:21 PM,09-Aug-2024,04:40 PM,09-Aug-2024,04:00 PM,-,INR,528.7,0,-
723,Main Event_ITL_Export by Air-AE31256_Reverse Auction_9th Aug'24,Transport arrangements,Transportation & Storage & Mail Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,09-Aug-2024,02:26 PM,09-Aug-2024,02:33 PM,09-Aug-2024,05:17 PM,09-Aug-2024,04:30 PM,-,INR,408584.5,22387.5,-
724,Main Event_ITL_Sonalika Agro Malaysia Tour (20th Aug to 23rd Aug'24) (3 Nights 4 Days)_Reverse Auction_9th Aug'24,Hotels & motels & inns,Travel & Food & Lodging & Entertainment Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,09-Aug-2024,02:35 PM,09-Aug-2024,02:42 PM,09-Aug-2024,05:45 PM,09-Aug-2024,05:00 PM,-,INR,4664600,118400,-
725,Main Event_ITL_MS Scrap End Cutting_Dras Engg_Reverse Auction_9th Aug'24,Metal waste & scrap,Mineral & Textile & Inedible Plant & Animal Materials,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,09-Aug-2024,02:43 PM,09-Aug-2024,02:51 PM,09-Aug-2024,05:45 PM,09-Aug-2024,05:00 PM,-,INR,11700000,240000,-
726,Main Event_ITL_Gearbox Housing Fixture_Sonalika Inds_Reverse Auction_12th Aug'24,Special tooling fixtures,Industrial Manufacturing & Processing Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,11-Aug-2024,04:28 PM,12-Aug-2024,09:44 AM,12-Aug-2024,11:40 AM,12-Aug-2024,11:00 AM,-,INR,150000,0,-
727,Main Event_ITL_AC Daikin_Reverse Auction_12th Aug'24,Electrical components,Commercial & Military & Private Vehicles & their Accessories & Components,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,11-Aug-2024,04:33 PM,12-Aug-2024,09:46 AM,12-Aug-2024,12:17 PM,12-Aug-2024,11:30 AM,-,INR,1080000,36000,-
728,Main Event_ITL_Industrial Rugged Tablets with Accessories_Reverse Auction_12th Aug'24,Printer & facsimile & photocopier supplies,Office Equipment & Accessories & Supplies,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,11-Aug-2024,04:47 PM,12-Aug-2024,09:46 AM,12-Aug-2024,01:19 PM,12-Aug-2024,12:30 PM,-,INR,1743000,0,-
729,Main Event_ITL_Bandsaw Machine_Sonalika Inds_Reverse Auction_12th Aug'24,Bandsaws & accessories,Industrial Manufacturing & Processing Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,11-Aug-2024,05:02 PM,12-Aug-2024,09:47 AM,12-Aug-2024,03:40 PM,12-Aug-2024,03:00 PM,-,INR,163000,0,-
730,Main Event_ITL_Medical Instruments for Dras Engg_Reverse Auction_12th Aug'24,Medical facility building systems,Medical Equipment & Accessories & Supplies,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,11-Aug-2024,05:23 PM,12-Aug-2024,09:47 AM,12-Aug-2024,04:19 PM,12-Aug-2024,03:30 PM,-,INR,151292.36,5057.36,-
731,Main Event_ITL_Tooling of YM-2 Clutch & Transmission Hsg_Reverse Auction_12th Aug'24,Completion tools & equipment,Mining & Well Drilling Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,11-Aug-2024,05:34 PM,12-Aug-2024,01:21 PM,12-Aug-2024,07:26 PM,12-Aug-2024,05:00 PM,-,INR,2306611,843434,-
732,"Main Event_ITL_Export by Sea-SE241433, SE241502_Reverse Auction_12th Aug'24",Transport arrangements,Transportation & Storage & Mail Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,12-Aug-2024,03:16 PM,12-Aug-2024,03:25 PM,12-Aug-2024,04:46 PM,12-Aug-2024,04:00 PM,-,INR,2225720,1299,-
733,Main Event_ITL_AC Outdoor Shifting Work_Sonalika Inds_Reverse Auction_13th Aug'24,Manufacturing equipment maintenance & repair services,Industrial Production & Manufacturing Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,12-Aug-2024,06:58 PM,13-Aug-2024,10:25 AM,13-Aug-2024,11:40 AM,13-Aug-2024,11:00 AM,-,INR,152350,250,-
734,Main Event_ITL_500 LPH RO Plant_Reverse Auction_13th Aug'24,Water treatment & supply equipment,Cleaning Equipment & Supplies,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,12-Aug-2024,07:11 PM,13-Aug-2024,10:25 AM,13-Aug-2024,12:40 PM,13-Aug-2024,12:00 PM,-,INR,542000,0,-
735,"Main Event_ITL_Tie Rod, Washer & Hex Nut_Reverse Auction_13th Aug'24",Manufacturing tables & stands,Industrial Manufacturing & Processing Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,12-Aug-2024,07:29 PM,13-Aug-2024,10:27 AM,13-Aug-2024,01:11 PM,13-Aug-2024,12:30 PM,-,INR,338000,3250,-
736,Main Event_ITL_A Class Cutting Tool for Dashboard Facelift_Reverse Auction_13th Aug'24,Metal fabricating dies,Industrial Manufacturing & Processing Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,12-Aug-2024,10:48 PM,13-Aug-2024,10:27 AM,13-Aug-2024,03:40 PM,13-Aug-2024,03:00 PM,-,INR,18000000,0,-
737,"Main Event_ITL_Export by Sea & Air-SE241500, SE241501, AE31257_Reverse Auction_13th Aug'24",Transport arrangements,Transportation & Storage & Mail Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,13-Aug-2024,02:28 PM,13-Aug-2024,02:44 PM,13-Aug-2024,04:44 PM,13-Aug-2024,04:00 PM,-,INR,820134.4,11649.4,-
738,Main Event_ITL_Paint Stripper_Reverse Auction_14th Aug'24,Paint additives,Manufacturing Components & Supplies,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,14-Aug-2024,10:07 AM,14-Aug-2024,10:10 AM,14-Aug-2024,12:40 PM,14-Aug-2024,12:00 PM,-,INR,1120000,0,-
739,Main Event_ITL_Blanking+Piercing Dies_Reverse Auction_14th Aug'24,Metal fabricating dies,Industrial Manufacturing & Processing Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,14-Aug-2024,01:03 PM,14-Aug-2024,01:13 PM,14-Aug-2024,04:01 PM,14-Aug-2024,03:00 PM,-,INR,5060333,66843,-
740,Main Event_ITL_Fire Extinguisher_Reverse Auction_14th Aug'24,Fire fighting equipment,Defense & Law Enforcement & Security & Safety Equipment & Supplies,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,14-Aug-2024,01:23 PM,14-Aug-2024,01:29 PM,14-Aug-2024,05:10 PM,14-Aug-2024,04:30 PM,-,INR,131150,0,-
741,Main Event_ITL_Master Cartons_Reverse Auction_14th Aug'24,Packaging boxes & bags & pouches,Material Handling & Conditioning & Storage Machinery & their Accessories & Supplies,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,14-Aug-2024,01:30 PM,14-Aug-2024,01:42 PM,14-Aug-2024,05:45 PM,14-Aug-2024,05:00 PM,-,INR,1909.86,0,-
742,"Main Event_ITL_Export by Sea & Air-SE241508, AE31260_Reverse Auction_14th Aug'24",Transport arrangements,Transportation & Storage & Mail Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,14-Aug-2024,02:25 PM,14-Aug-2024,03:30 PM,14-Aug-2024,04:47 PM,14-Aug-2024,04:00 PM,-,INR,862547.5,3005.5,-
743,Main Event_ITL_MS Racks_Reverse Auction_16th Aug'24,Manufacturing tables & stands,Industrial Manufacturing & Processing Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,16-Aug-2024,10:10 AM,16-Aug-2024,10:14 AM,16-Aug-2024,12:11 PM,16-Aug-2024,11:30 AM,-,INR,330000,8000,-
744,Main Event_ITL_Sheet Repairing Work at LMS Shed_Reverse Auction_16th Aug'24,Roofing & siding & sheet metal work,Building & Construction & Maintenance Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,16-Aug-2024,10:20 AM,16-Aug-2024,10:33 AM,16-Aug-2024,12:48 PM,16-Aug-2024,12:00 PM,-,INR,1502541.1,0,-
745,Main Event_ITL_Festo Spares_Reverse Auction_16th Aug'24,Machine tools,Industrial Manufacturing & Processing Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,16-Aug-2024,10:41 AM,16-Aug-2024,10:44 AM,16-Aug-2024,12:42 PM,16-Aug-2024,12:00 PM,-,INR,135670.18,535.76,-
746,Main Event_ITL_Scrap Tooling (New Obsolete Material)_Forward Auction_16th Aug'24,Metal waste & scrap,Mineral & Textile & Inedible Plant & Animal Materials,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,16-Aug-2024,10:47 AM,16-Aug-2024,10:52 AM,16-Aug-2024,01:15 PM,16-Aug-2024,12:30 PM,-,INR,9606,953,-
747,Main Event_ITL_Sanding Disc 125mm Grit-120_Reverse Auction_16th Aug'24,Grinding & sanding & polishing equipment & supplies,Industrial Manufacturing & Processing Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,16-Aug-2024,11:09 AM,16-Aug-2024,11:12 AM,16-Aug-2024,03:40 PM,16-Aug-2024,03:00 PM,-,INR,1083875,725,-
748,"Main Event_ITL_Export by Sea & Air-SE241504, SE241505, SE241510, AE31266_Reverse Auction_16th Aug'24",Transport arrangements,Transportation & Storage & Mail Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,16-Aug-2024,01:40 PM,16-Aug-2024,02:15 PM,16-Aug-2024,04:48 PM,16-Aug-2024,04:00 PM,-,INR,2022735,0,-
749,Main Event_ITL_Bulk Liquefied Petroleum Gas (LPG)_ICML Amb_Reverse Auction_16th Aug'24,Industrial use gases,Chemicals including Bio Chemicals & Gas Materials,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,16-Aug-2024,02:19 PM,16-Aug-2024,02:20 PM,16-Aug-2024,05:17 PM,16-Aug-2024,04:30 PM,-,INR,1557920,0,-
750,Main Event_ITL_Import by Sea-FCL Carraro China to ITL HSP 40'HC-SI40503_Reverse Auction_17th Aug'24,Transport arrangements,Transportation & Storage & Mail Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,17-Aug-2024,11:50 AM,17-Aug-2024,11:54 AM,17-Aug-2024,01:44 PM,17-Aug-2024,01:00 PM,-,INR,289706,3316,-
751,Main Event_ITL_Orbital Sander with Backup Pad & Diaphragm Pump_Reverse Auction_20th Aug'24,Machine tools,Industrial Manufacturing & Processing Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,19-Aug-2024,10:03 PM,20-Aug-2024,10:36 AM,20-Aug-2024,12:40 PM,20-Aug-2024,12:00 PM,-,INR,504522.75,4522.75,-
752,Main Event_ITL_Epoxy Repairing Work in Solis Plant_Reverse Auction_20th Aug'24,Flooring,Structures & Building & Construction & Manufacturing Components & Supplies,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,19-Aug-2024,10:08 PM,20-Aug-2024,10:37 AM,20-Aug-2024,01:41 PM,20-Aug-2024,12:30 PM,-,INR,435420,140958,-
753,Main Event_ITL_Seamless Pipe 222 MT_Sonalika Inds_Reverse Auction_20th Aug'24,Pipe,Distribution & Conditioning Systems & Equipment & Components,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,20-Aug-2024,11:55 AM,20-Aug-2024,12:01 PM,20-Aug-2024,05:06 PM,20-Aug-2024,03:30 PM,-,INR,814,15.65,-
754,Main Event_ITL_Export by Sea-DAP Rothenburg via HAMBURG 20'GP-SE241522_Reverse Auction_20th Aug'24,Transport arrangements,Transportation & Storage & Mail Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,20-Aug-2024,01:36 PM,20-Aug-2024,01:40 PM,20-Aug-2024,04:43 PM,20-Aug-2024,04:00 PM,-,INR,476850,8750,-
755,"Main Event_ITL_Angle, Flat & Channel 166 MT_Reverse Auction_20th Aug'24",Raw materials,Paper Materials & Products,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,20-Aug-2024,01:43 PM,20-Aug-2024,03:26 PM,20-Aug-2024,04:51 PM,20-Aug-2024,04:00 PM,-,INR,1336.5,1.54,-
756,Main Event_ITL_Numeric Online UPS with Exide Batteries_Reverse Auction_21st Aug'24,Batteries & cells & accessories,Power Generation & Distribution Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,20-Aug-2024,06:34 PM,21-Aug-2024,09:37 AM,21-Aug-2024,12:15 PM,21-Aug-2024,11:30 AM,-,INR,302358,2438,-
757,Main Event_ITL_Furniture for Noida & Hoshiarpur_Reverse Auction_21st Aug'24,Furniture,Furniture & Furnishings,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,20-Aug-2024,06:57 PM,21-Aug-2024,09:38 AM,21-Aug-2024,12:53 PM,21-Aug-2024,12:00 PM,-,INR,4380681,45814,-
758,Main Event_ITL_Monoblock Pump Set Kirloskar_Reverse Auction_21st Aug'24,Pumps,Distribution & Conditioning Systems & Equipment & Components,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,20-Aug-2024,07:14 PM,21-Aug-2024,09:38 AM,21-Aug-2024,01:20 PM,21-Aug-2024,12:30 PM,-,INR,138800,7600,-
759,Main Event_ITL_Air Filling Inflator with Controller_Reverse Auction_21st Aug'24,Manufacturing equipment maintenance & repair services,Industrial Production & Manufacturing Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,20-Aug-2024,07:39 PM,21-Aug-2024,09:39 AM,21-Aug-2024,03:40 PM,21-Aug-2024,03:00 PM,-,INR,200188,1282,-
760,Main Event_ITL_Active Interface Module Siemens_Reverse Auction_21st Aug'24,System boards processors interfaces or modules,Information Technology Broadcasting & Telecommunications,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,20-Aug-2024,07:50 PM,21-Aug-2024,09:39 AM,21-Aug-2024,04:19 PM,21-Aug-2024,03:30 PM,-,INR,132000,6582.84,-
761,Main Event_ITL_Boring Units_Reverse Auction_22nd Aug'24,Completion tools & equipment,Mining & Well Drilling Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,21-Aug-2024,11:37 PM,22-Aug-2024,10:49 AM,22-Aug-2024,12:59 PM,22-Aug-2024,12:00 PM,-,INR,948497.6,195669.6,-
762,Main Event_ITL_GEO Earth Ground Tester Kit Fluke_Reverse Auction_22nd Aug'24,Mechanical instruments,Laboratory & Measuring & Observing & Testing Equipment,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,21-Aug-2024,11:45 PM,22-Aug-2024,10:52 AM,22-Aug-2024,01:16 PM,22-Aug-2024,12:30 PM,-,INR,0,8243.8,-
763,Main Event_ITL_Gear Cutting Tools_Reverse Auction_22nd Aug'24,Cutting tools,Industrial Manufacturing & Processing Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,22-Aug-2024,11:07 AM,22-Aug-2024,11:23 AM,22-Aug-2024,03:58 PM,22-Aug-2024,03:00 PM,-,INR,340452.5,53852.5,-
764,Main Event_ITL_Plastic Bin-10047763_Reverse Auction_22nd Aug'24,Bins & baskets,Material Handling & Conditioning & Storage Machinery & their Accessories & Supplies,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,22-Aug-2024,12:20 PM,22-Aug-2024,12:22 PM,22-Aug-2024,03:50 PM,22-Aug-2024,03:00 PM,-,INR,88800,13000,-
765,Main Event_ITL_Single Girder Underslung Crane 2 Ton_Reverse Auction_22nd Aug'24,Lifting equipment & accessories,Material Handling & Conditioning & Storage Machinery & their Accessories & Supplies,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,22-Aug-2024,12:29 PM,22-Aug-2024,12:32 PM,22-Aug-2024,04:10 PM,22-Aug-2024,03:30 PM,-,INR,3248000,0,-
766,Main Event_ITL_Export by Air-PORTUGAL LISBON DDP 508Kg-AE31267_Reverse Auction_22nd Aug'24,Transport arrangements,Transportation & Storage & Mail Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,22-Aug-2024,01:53 PM,22-Aug-2024,01:57 PM,22-Aug-2024,04:42 PM,22-Aug-2024,04:00 PM,-,INR,200952.4,828.4,-
767,Main Event_ITL_Fabrication Work for Mezzanine of Oil Filtration System in Sonalika Plant_Reverse Auction_23rd Aug'24,Roofing & siding & sheet metal work,Building & Construction & Maintenance Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,23-Aug-2024,11:06 AM,23-Aug-2024,11:11 AM,23-Aug-2024,12:10 PM,23-Aug-2024,11:30 AM,-,INR,310500,4800,-
768,Main Event_ITL_ERW Pipe 30 MT-AC Cabin_Raw Material_Reverse Auction_23rd Aug'24,Pipe,Distribution & Conditioning Systems & Equipment & Components,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,23-Aug-2024,12:51 PM,23-Aug-2024,12:57 PM,23-Aug-2024,04:10 PM,23-Aug-2024,03:30 PM,-,INR,316,29,-
769,Main Event_ITL_Tie Rod Assembly_Reverse Auction_23rd Aug'24,Manufacturing tables & stands,Industrial Manufacturing & Processing Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,23-Aug-2024,01:12 PM,23-Aug-2024,01:14 PM,23-Aug-2024,04:19 PM,23-Aug-2024,03:30 PM,-,INR,302250,0,-
770,"Main Event_ITL_Export by Sea-SE241498, SE241564, SE241565, SE241566, SE241571_Reverse Auction_23rd Aug'24",Transport arrangements,Transportation & Storage & Mail Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,23-Aug-2024,01:32 PM,23-Aug-2024,02:36 PM,23-Aug-2024,04:55 PM,23-Aug-2024,04:00 PM,-,INR,2274500,10100,-
771,Main Event_ITL_Industrial Carbon Dioxide (CO2) Gas_Reverse Auction_23rd Aug'24,Industrial use gases,Chemicals including Bio Chemicals & Gas Materials,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,23-Aug-2024,01:43 PM,23-Aug-2024,01:44 PM,23-Aug-2024,05:10 PM,23-Aug-2024,04:30 PM,-,INR,231250,1250,-
772,Main Event_ITL_GI Cable Gland Make Comet_Sonalika Inds_Reverse Auction_27th Aug'24,Electrical cable & accessories,Power Generation & Distribution Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,26-Aug-2024,03:57 PM,27-Aug-2024,10:58 AM,27-Aug-2024,12:11 PM,27-Aug-2024,11:30 AM,-,INR,133666.42,0,-
773,Main Event_ITL_Tool Trolley Make Toptul_Reverse Auction_27th Aug'24,Hardware & fittings,Distribution & Conditioning Systems & Equipment & Components,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,26-Aug-2024,04:25 PM,27-Aug-2024,10:58 AM,27-Aug-2024,12:42 PM,27-Aug-2024,12:00 PM,-,INR,221874.8,0,-
774,Main Event_ITL_Scrap Dies 10 Nos_Forward Auction_27th Aug'24,Metal waste & scrap,Mineral & Textile & Inedible Plant & Animal Materials,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,26-Aug-2024,04:30 PM,27-Aug-2024,10:59 AM,27-Aug-2024,01:12 PM,27-Aug-2024,12:30 PM,-,INR,40,0.11,-
775,Main Event_ITL_J Type Rotor Welding Fixture_Sonalika Inds_Reverse Auction_27th Aug'24,Special tooling fixtures,Industrial Manufacturing & Processing Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,26-Aug-2024,04:38 PM,27-Aug-2024,10:59 AM,27-Aug-2024,04:15 PM,27-Aug-2024,03:00 PM,-,INR,604072,88572,-
776,Main Event_ITL_Metal Scrap (01.09.24 to 30.09.24)_Forward Auction_27th Aug'24,Metal waste & scrap,Mineral & Textile & Inedible Plant & Animal Materials,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,26-Aug-2024,04:45 PM,27-Aug-2024,10:59 AM,27-Aug-2024,04:35 PM,27-Aug-2024,03:30 PM,-,INR,243.67,20.48,-
777,Main Event_ITL_Online UPS 6KVA_Reverse Auction_27th Aug'24,Batteries & cells & accessories,Power Generation & Distribution Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,27-Aug-2024,01:09 PM,27-Aug-2024,01:11 PM,27-Aug-2024,05:22 PM,27-Aug-2024,04:30 PM,-,INR,82500,5996,-
778,"Main Event_ITL_Import & Export by Air-AI40585, AE31273, AE31274_Reverse Auction_27th Aug'24",Transport arrangements,Transportation & Storage & Mail Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,27-Aug-2024,03:48 PM,27-Aug-2024,03:58 PM,27-Aug-2024,05:43 PM,27-Aug-2024,05:00 PM,-,INR,1293641.5,1.5,-
779,Main Event_ITL_Civil Construction Work for KW Line at Dras Engg_Reverse Auction_28th Aug'24,Civil engineering,Engineering & Research & Technology Based Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,27-Aug-2024,09:39 PM,28-Aug-2024,10:29 AM,28-Aug-2024,12:10 PM,28-Aug-2024,11:30 AM,-,INR,13412161,0,-
780,Main Event_ITL_Non-AC Buses for Amritsar Tour 8th Sep'24_Reverse Auction_28th Aug'24,Travel agents,Travel & Food & Lodging & Entertainment Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,27-Aug-2024,09:57 PM,28-Aug-2024,10:29 AM,28-Aug-2024,12:40 PM,28-Aug-2024,12:00 PM,-,INR,210000,0,-
781,Main Event_ITL_Color Multifunction Printer Sharp_Reverse Auction_28th Aug'24,Printer & facsimile & photocopier supplies,Office Equipment & Accessories & Supplies,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,27-Aug-2024,10:05 PM,28-Aug-2024,10:30 AM,28-Aug-2024,01:10 PM,28-Aug-2024,12:30 PM,-,INR,207000,0,-
782,Main Event_ITL_HR Sheets (343 MT)-Cost Engg. Department_Reverse Auction_28th Aug'24,"Sheet
Plate",Structures & Building & Construction & Manufacturing Components & Supplies,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,27-Aug-2024,10:12 PM,28-Aug-2024,10:30 AM,28-Aug-2024,03:19 PM,28-Aug-2024,12:30 PM,-,INR,2878,46.08,-
783,Main Event_ITL_Epoxy Flooring (Material+Application)_Sonalika Inds_Reverse Auction_28th Aug'24,Flooring,Structures & Building & Construction & Manufacturing Components & Supplies,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,27-Aug-2024,10:25 PM,28-Aug-2024,10:44 AM,28-Aug-2024,03:40 PM,28-Aug-2024,03:00 PM,-,INR,1646845.92,186810.79,-
784,Main Event_ITL_Scrap Front Tyres (Multiple Sizes) 2449 Nos_Forward Auction_28th Aug'24,Non metallic waste & scrap,Mineral & Textile & Inedible Plant & Animal Materials,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,27-Aug-2024,10:38 PM,28-Aug-2024,10:44 AM,28-Aug-2024,04:23 PM,28-Aug-2024,03:30 PM,-,INR,2500000,5020000,-
